_id,updated,competitionId,homeId,awayId,homeConferenceId,awayConferenceId,gameId,isLiveStream,isNeutral,inDivision,gameDate,tournamentId,conferenceId,didHomeWin,isExhib,isExhibAgst,periodNumber,periodType,periodIdx,period,teamIdAgst,teamMarketAgst,teamId,teamMarket,playerId,fullName,actionNumber,minsIntoGame,secsIntoGame,clock,shotClock,actionDuration,actionType,subType,success,homePts,awayPts,homeScore,awayScore,side,anGs,paGs,xRaw,yRaw,x,y,hexX,hexY,shotDist,zonesGenius,zones6,zones13,zones17,dists7,awayLineupId,homeLineupId,prevActionType,assisterId
2252718-241,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,241,25,1443,05:57:00,15,16,3pt,jumpshot,false,0,0,49,42,RIGHT,537,0,68,32,34,16.919999999999995,33.95,16.8,26.411,outsidecenter,atb3,tok3,tok3,lng3,1321027-1607484-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,turnover,
2252718-245,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,245,25,1461,05:39:00,17,5,2pt,layup,false,0,0,49,42,LEFT,545,0,7,44,22,40.42,23.0375,39.9,3.282,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1603176-951579-1698511,1310315-1611558-967627-1310318-1683601,foulon,
2252718-247,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,247,25,1482,05:18:00,9,20,3pt,jumpshot,true,3,0,52,42,RIGHT,550,0,73,16,42,21.61999999999999,41.225,21,26.348,outsideright,atb3,rw3,rw3,lng3,1321027-1607484-1603176-951579-1698511,1310315-1611558-967627-1310318-1683601,rebound,1310318
2252718-251,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,251,25,1496,05:04:00,28,3,2pt,drivinglayup,true,2,0,54,42,RIGHT,557,0,92,45,27.5,39.47999999999999,27.8875,39.9,3.377,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1603176-951579-1698511,1310315-1611558-967627-1310318-1683601,steal,
2252718-252,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,252,26,1505,04:55:00,25,9,2pt,drivinglayup,true,0,2,54,44,LEFT,561,0,7,56,28,40.42,27.8875,39.9,3.282,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1603176-951579-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-253,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,253,26,1527,04:33:00,12,22,2pt,turnaroundjumpshot,true,2,0,56,44,RIGHT,568,0,93,34,33,40.42,32.7375,39.9,8.11,insideright,mid2,rb2,rb2,sht2,1321027-1607484-1603176-951579-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-257,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,257,26,1546,04:14:00,12,19,2pt,pullupjumpshot,true,0,2,57,46,LEFT,575,0,23,47,23.5,25.379999999999995,24.25,25.2,16.439,insidecenter,mid2,le2,le2,lng2,1321027-1607484-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,freethrow,
2252718-258,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,258,27,1567,03:53:00,13,21,3pt,jumpshot,false,0,0,57,46,RIGHT,576,0,67,49,25.5,15.979999999999997,25.4625,14.7,25.775,outsidecenter,atb3,tok3,tok3,lng3,1321027-1607484-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-273,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321488,Quay Miller,273,28,1640,02:40:00,10,21,2pt,turnaroundjumpshot,false,0,0,60,46,LEFT,614,0,13,53,26.5,34.78,26.675,33.6,7.13,inthepaint,paint2,paint2,frp2,sht2,1321027-1698591-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,freethrow,
2252718-275,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,967627,Kate Martin,275,28,1647,02:33:00,25,4,2pt,drivinglayup,false,0,0,60,46,RIGHT,616,0,89,53,23.5,36.66,23.0375,35.7,5.306,inthepaint,paint2,paint2,slp2,sht2,1321027-1698591-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-287,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,3,REGULAR,3,q3,104763,Colorado,104999,Iowa,1310318,McKenna Warnock,287,28,1675,02:05:00,25,5,2pt,layup,true,2,0,62,47,RIGHT,638,0,91,46,27,38.539999999999992,26.675,37.8,3.782,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-951579-1321488-1698511,1310315-1611558-967627-1310318-967634,rebound,1611558
2252718-289,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321488,Quay Miller,289,29,1704,01:36:00,5,29,2pt,layup,true,0,2,62,49,LEFT,640,0,8,53,26.5,39.480000000000004,25.4625,39.9,2.721,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-951579-1321488-1698511,1310315-1611558-967627-1310318-967634,assist,1321027
2252718-293,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,293,29,1722,01:18:00,26,5,2pt,drivinglayup,true,0,2,62,51,LEFT,644,0,7,46,23,40.42,23.0375,39.9,2.402,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-951579-1321488-1698511,1310315-1611558-967627-1310318-967634,steal,
2252718-299,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,299,30,1765.6,00:34:40,6,24.5,2pt,layup,false,0,0,63,51,LEFT,653,0,5,44,22,42.3,21.825,42,3.05,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-951579-1321488-1698511,1310315-1611558-967627-1310318-967634,rebound,
2252718-309,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,3,REGULAR,3,q3,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,309,30,1800,00:00:00,0,4.8,2pt,drivinglayup,false,0,0,64,53,LEFT,693,0,8,56,28,39.480000000000004,27.8875,39.9,3.762,underbasket,atr2,atr2,atr2,atr2,1321027-1603176-951579-1321488-1321040,1362911-1310315-967627-1310318-1683601,freethrow,
2252718-315,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1310315,Gabbie Marshall,315,31,1809,09:51:00,22,2,3pt,jumpshot,true,3,0,67,53,RIGHT,708,0,89,95,2.5,36.66,2.425,37.8,23.069,outsideleft,c3,lc3,lc3,sht3,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,foulon,1611558
2252718-317,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,317,31,1824,09:36:00,19,15,2pt,layup,true,0,2,67,55,LEFT,710,0,8,56,28,39.480000000000004,27.8875,39.9,3.762,underbasket,atr2,atr2,atr2,atr2,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,assist,1698591
2252718-319,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,967627,Kate Martin,319,31,1849,09:11:00,9,25,3pt,jumpshot,false,0,0,67,55,RIGHT,712,0,93,5,47.5,40.42,47.2875,39.9,22.539,outsideright,c3,rc3,rc3,sht3,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,assist,
2252718-321,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1603176,Frida Formann,321,32,1871,08:49:00,10,19,3pt,jumpshot,false,0,0,67,55,LEFT,717,0,33,61,30.5,15.980000000000004,30.3125,14.7,26.35,outsidecenter,atb3,tok3,tok3,lng3,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-323,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,323,32,1876,08:44:00,20,1,2pt,layup,true,0,2,67,57,LEFT,719,0,7,56,28,40.42,27.8875,39.9,3.282,underbasket,atr2,atr2,atr2,atr2,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-324,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1310315,Gabbie Marshall,324,32,1892,08:28:00,18,16,2pt,drivinglayup,true,2,0,69,57,RIGHT,720,0,92,56,22,39.47999999999999,23.0375,39.9,3.762,underbasket,atr2,atr2,atr2,atr2,1698591-1603176-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-328,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,328,33,1943,07:37:00,15,16,2pt,layup,false,0,0,69,57,LEFT,728,0,6,56,28,41.36,29.1,42,3.025,underbasket,atr2,atr2,atr2,atr2,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,turnover,
2252718-330,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,330,33,1947,07:33:00,20,1,3pt,jumpshot,true,0,3,69,60,LEFT,734,0,16,6,3,31.960000000000008,3.6375,31.5,24.08,outsideleft,atb3,lw3,lw3,sht3,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,1321027
2252718-332,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,332,33,1965,07:15:00,16,18,3pt,jumpshot,true,3,0,72,60,RIGHT,736,0,64,52,24,13.159999999999997,24.25,12.6,28.607,outsidecenter,atb3,tok3,tok3,lng3,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,assist,1310315
2252718-336,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698591,Kindyll Wetta,336,34,1986,06:54:00,13,13,2pt,layup,false,0,0,72,60,LEFT,743,0,6,45,22.5,41.36,21.825,42,2.53,underbasket,atr2,atr2,atr2,atr2,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,foulon,
2252718-338,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,338,34,1989,06:51:00,20,1,2pt,layup,false,0,0,72,60,LEFT,746,0,5,44,22,42.3,21.825,42,3.05,underbasket,atr2,atr2,atr2,atr2,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-342,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1683601,Addison O'Grady,342,34,1996,06:44:00,26,5,2pt,layup,false,0,0,72,60,RIGHT,751,0,92,58,21,39.47999999999999,20.6125,39.9,4.599,inthepaint,paint2,paint2,slp2,sht2,1321027-1698591-1603176-1321488-1698511,1310315-1611558-967627-1310318-1683601,steal,
2252718-347,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,347,34,2017,06:23:00,7,14,2pt,floatingjumpshot,false,0,0,72,60,RIGHT,763,0,86,30,35,33.839999999999989,33.95,33.6,12.75,insideright,mid2,rb2,rb2,med2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,foulon,
2252718-349,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,349,34,2031,06:09:00,19,10,3pt,jumpshot,true,0,3,72,63,LEFT,765,0,8,4,2,39.480000000000004,1.2125,39.9,23.112,outsideleft,c3,lc3,lc3,sht3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,1321488
2252718-351,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,967627,Kate Martin,351,35,2049,05:51:00,16,18,2pt,layup,false,0,0,72,63,RIGHT,767,0,92,54,23,39.47999999999999,23.0375,39.9,3.025,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,assist,
2252718-354,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1683601,Addison O'Grady,354,35,2053,05:47:00,20,0,2pt,layup,true,2,0,74,63,RIGHT,770,0,92,47,26.5,39.47999999999999,25.4625,39.9,2.721,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-355,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,355,35,2079,05:21:00,8,26,2pt,jumpshot,true,0,2,74,65,LEFT,771,0,10,60,30,37.599999999999994,29.1,37.8,6.498,inthepaint,paint2,paint2,srp2,sht2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-358,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,358,35,2096,05:04:00,25,6,2pt,layup,true,0,2,74,67,LEFT,774,0,6,46,23,41.36,21.825,42,2.038,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,steal,1698591
2252718-360,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,360,36,2110,04:50:00,20,14,2pt,drivinglayup,true,2,0,76,67,RIGHT,776,0,90,43,28.5,37.599999999999994,29.1,37.8,5.429,inthepaint,paint2,paint2,srp2,sht2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,assist,
2252718-361,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698591,Kindyll Wetta,361,36,2121,04:39:00,23,11,3pt,jumpshot,false,0,0,76,67,LEFT,777,0,30,73,36.5,18.799999999999997,37.5875,18.9,25.67,outsideright,atb3,rw3,rw3,lng3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,2pt,
2252718-363,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,363,36,2137,04:23:00,10,11,3pt,jumpshot,false,0,0,76,67,LEFT,779,0,25,21,10.5,23.5,10.9125,23.1,23.309,outsideleft,atb3,lw3,lw3,sht3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,
2252718-365,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,365,36,2144,04:16:00,18,3,3pt,jumpshot,true,0,3,76,70,LEFT,781,0,26,77,38.5,22.560000000000002,37.5875,23.1,23.463,outsideright,atb3,rw3,rw3,sht3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-1683601,rebound,1321027
2252718-368,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,368,37,2163,03:57:00,15,8,2pt,jumpshot,true,2,0,78,70,RIGHT,788,0,90,53,23.5,37.599999999999994,24.25,37.8,4.413,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,timeout,
2252718-371,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,371,37,2192,03:28:00,11,10,3pt,jumpshot,false,0,0,78,70,LEFT,794,0,10,4,2,37.599999999999994,2.425,37.8,23.371,outsideleft,c3,lc3,lc3,sht3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,foulon,
2252718-373,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1611558,Caitlin Clark,373,37,2214,03:06:00,12,17,2pt,stepbackjumpshot,false,0,0,78,70,RIGHT,798,0,73,66,17,21.61999999999999,16.975,21,21.661,insideleft,mid2,le2,le2,lng2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,rebound,
2252718-375,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,375,38,2223,02:57:00,23,6,2pt,layup,true,0,2,78,72,LEFT,800,0,7,55,27.5,40.42,27.8875,39.9,2.832,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,rebound,1321027
2252718-377,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,967634,Monika Czinano,377,38,2244,02:36:00,13,21,2pt,turnaroundjumpshot,false,0,0,78,72,RIGHT,802,0,92,41,29.5,39.47999999999999,30.3125,39.9,5.04,inthepaint,paint2,paint2,srp2,sht2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,assist,
2252718-384,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1698511,Aaronette Vonleh,384,38,2275,02:05:00,11,10,2pt,jumpshot,false,0,0,78,72,LEFT,813,0,10,41,20.5,37.599999999999994,19.4,37.8,6.121,inthepaint,paint2,paint2,slp2,sht2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,foulon,
2252718-390,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321027,Jaylyn Sherrod,390,39,2291,01:49:00,30,0,2pt,drivinglayup,true,0,2,78,74,LEFT,822,0,7,57,28.5,40.42,27.8875,39.9,3.744,underbasket,atr2,atr2,atr2,atr2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,steal,
2252718-393,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,967634,Monika Czinano,393,39,2325,01:15:00,5,16,2pt,hookshot,true,2,0,80,74,RIGHT,827,0,85,51,24.5,32.899999999999991,24.25,33.6,8.864,inthepaint,paint2,paint2,flp2,sht2,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,foulon,1611558
2252718-396,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,396,39,2340,01:00:00,16,4,3pt,jumpshot,false,0,0,80,74,LEFT,832,0,16,95,47.5,31.960000000000008,47.2875,31.5,24.538,outsideright,atb3,rw3,rw3,sht3,1321027-1607484-1698591-1321488-1698511,1310315-1611558-967627-1310318-967634,timeout,
2252718-407,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,73,true,false,false,4,REGULAR,4,q4,104763,Colorado,104999,Iowa,1310315,Gabbie Marshall,407,40,2352.8,00:47:20,28,2.9,3pt,jumpshot,false,0,0,84,74,RIGHT,871,0,95,4,48,42.3,48.5,42,23.007,outsiderightwing,c3,rc3,rc3,sht3,1607484-1698591-951579-1321488-1698511,1310315-1611558-967627-1310318-967634,freethrow,
2252718-410,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,410,40,2365.5,00:34:50,19,8.6,3pt,jumpshot,false,0,0,84,74,LEFT,885,0,4,5,2.5,43.239999999999995,2.425,42,22.549,outsideleftwing,c3,lc3,lc3,sht3,1607484-1698591-951579-1321488-1698511,1310315-1611558-967627-1310318-1683601,timeout,
2252718-418,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,418,40,2383.2,00:16:80,17,10.7,3pt,jumpshot,true,0,3,85,77,LEFT,904,0,22,15,7.5,26.319999999999993,7.275,25.2,23.331,outsideleft,atb3,lw3,lw3,sht3,1607484-1698591-951579-1321488-1321040,1310315-1611558-967627-1310318-967634,rebound,1321488
2252718-425,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1321488,Quay Miller,425,40,2390.6,00:09:40,9,4.2,3pt,jumpshot,false,0,0,87,77,LEFT,921,0,37,41,20.5,12.219999999999999,19.4,12.6,29.871,outsidecenter,atb3,tok3,tok3,lng3,1607484-1698591-951579-1321488-1321040,1310315-1611558-967627-1310318-967634,freethrow,
2252718-427,2023-03-27 13:03:43 UTC,33535,104999,104763,73,74,2252718,true,true,true,2023-03-24,1765,74,true,false,false,4,REGULAR,4,q4,104999,Iowa,104763,Colorado,1607484,Tameiya Sadler,427,40,2396.4,00:03:60,4,2,3pt,jumpshot,false,0,0,87,77,LEFT,923,0,7,5,2.5,40.42,3.6375,39.9,22.539,outsideleftwing,c3,lc3,lc3,sht3,1607484-1698591-951579-1321488-1321040,1310315-1611558-967627-1310318-967634,rebound,
2252721-6,2023-03-24 23:37:31 UTC,33535,105662,105040,74,89,2252721,true,true,true,2023-03-24,1765,89,false,false,false,1,REGULAR,1,q1,105662,Utah,105040,LSU,1892522,Flau'jae Johnson,6,1,12,09:48:00,20,11,3pt,jumpshot,false,0,0,0,0,LEFT,8,0,92,23,38.5,39.47999999999999,37.5875,39.9,13.69,backcourt,c3,rc3,rc3,sht3,938523-1583037-1892522-957630-1603882,1314640-1581531-1687851-1321330-1687852,jumpball,
2252721-17,2023-03-24 23:37:31 UTC,33535,105662,105040,74,89,2252721,true,true,true,2023-03-24,1765,89,false,false,false,1,REGULAR,1,q1,105662,Utah,105040,LSU,1603882,Angel Reese,17,1,55,09:05:00,12,19,2pt,hookshot,true,0,2,2,4,RIGHT,27,0,88,50,25,35.72,25.4625,35.7,6.03,inthepaint,paint2,paint2,slp2,sht2,938523-1583037-1892522-957630-1603882,1314640-1581531-1687851-1321330-1687852,freethrow,
2252721-18,2023-03-24 23:37:31 UTC,33535,105662,105040,74,89,2252721,true,true,true,2023-03-24,1765,74,false,false,false,1,REGULAR,1,q1,105040,LSU,105662,Utah,1581531,Kennady McQueen,18,2,66,08:54:00,23,11,3pt,jumpshot,false,0,0,2,4,LEFT,28,0,31,62,31,17.86,31.525,16.8,24.632,outsidecenter,atb3,tok3,tok3,sht3,938523-1583037-1892522-957630-1603882,1314640-1581531-1687851-1321330-1687852,2pt,
2252721-22,2023-03-24 23:37:31 UTC,33535,105662,105040,74,89,2252721,true,true,true,2023-03-24,1765,89,false,false,false,1,REGULAR,1,q1,105662,Utah,105040,LSU,1603882,Angel Reese,22,2,76,08:44:00,26,5,2pt,drivinglayup,false,0,0,2,4,RIGHT,32,0,91,57,21.5,38.539999999999992,21.825,37.8,4.749,inthepaint,paint2,paint2,slp2,sht2,938523-1583037-1892522-957630-1603882,1314640-1581531-1687851-1321330-1687852,steal,
2252721-26,2023-03-24 23:37:31 UTC,33535,105662,105040,74,89,2252721,true,true,true,2023-03-24,1765,74,false,false,false,1,REGULAR,1,q1,105040,LSU,105662,Utah,1687852,Jenna Johnson,26,2,99,08:21:00,20,11,2pt,layup,false,0,0,2,4,LEFT,38,0,7,44,22,40.42,23.0375,39.9,3.282,underbasket,atr2,atr2,atr2,atr2,938523-1583037-1892522-957630-1603882,1314640-1581531-1687851-1321330-1687852,steal,
